question,label,answer
sugarcane ke liye beej kaunsa le,SEED_GUIDE,seed_guide
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
onion ke liye beej kaunsa le,SEED_GUIDE,seed_guide
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
sugarcane ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
humidity level today,WEATHER_QUERY,weather_query
cotton disease whitefly treatment,CROP_DISEASE,crop_disease
grapes कस सठवव,STORAGE_GUIDE,storage_guide
best compost for healthy soil,SOIL_HEALTH,soil_health
grapes me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
wheat ko kaise store kare,STORAGE_GUIDE,storage_guide
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
sugarcane सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
onion me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
best nutrients for soybean,FERTILIZER_SUGGESTION,fertilizer_suggestion
how to improve soil health,SOIL_HEALTH,soil_health
best nutrients for banana,FERTILIZER_SUGGESTION,fertilizer_suggestion
best compost for healthy soil,SOIL_HEALTH,soil_health
best compost for healthy soil,SOIL_HEALTH,soil_health
sunflower ke liye beej kaunsa le,SEED_GUIDE,seed_guide
potato सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
best nutrients for sunflower,FERTILIZER_SUGGESTION,fertilizer_suggestion
maize ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
symptoms of leaf spot in cotton,CROP_DISEASE,crop_disease
kal barsaat hogi kya,WEATHER_QUERY,weather_query
mitti ki upj kaise badhaye,SOIL_HEALTH,soil_health
onion कस सठवव,STORAGE_GUIDE,storage_guide
how to reduce soil acidity,SOIL_HEALTH,soil_health
is drip irrigation good for sugarcane,IRRIGATION_GUIDE,irrigation_guide
sugarcane ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
how to reduce soil acidity,SOIL_HEALTH,soil_health
best seed variety for rice,SEED_GUIDE,seed_guide
sunflower ko kaise store kare,STORAGE_GUIDE,storage_guide
will it rain today in nagpur,WEATHER_QUERY,weather_query
best nutrients for cotton,FERTILIZER_SUGGESTION,fertilizer_suggestion
humidity level today,WEATHER_QUERY,weather_query
how to reduce soil acidity,SOIL_HEALTH,soil_health
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
will it rain today in pune,WEATHER_QUERY,weather_query
आज पऊस यईल क,WEATHER_QUERY,weather_query
cotton ke liye beej kaunsa le,SEED_GUIDE,seed_guide
onion me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
symptoms of bollworm in rice,CROP_DISEASE,crop_disease
high yield variety of grapes,SEED_GUIDE,seed_guide
how to improve soil health,SOIL_HEALTH,soil_health
grapes disease stem borer treatment,CROP_DISEASE,crop_disease
how to reduce soil acidity,SOIL_HEALTH,soil_health
onion ke liye beej kaunsa le,SEED_GUIDE,seed_guide
soybean ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
best nutrients for potato,FERTILIZER_SUGGESTION,fertilizer_suggestion
आज पऊस यईल क,WEATHER_QUERY,weather_query
sugarcane ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
how often to water tomato,IRRIGATION_GUIDE,irrigation_guide
how to reduce soil acidity,SOIL_HEALTH,soil_health
storage method for rice,STORAGE_GUIDE,storage_guide
आज पऊस यईल क,WEATHER_QUERY,weather_query
rice ke liye beej kaunsa le,SEED_GUIDE,seed_guide
soybean me whitefly ka ilaj kya hai,CROP_DISEASE,crop_disease
best compost for healthy soil,SOIL_HEALTH,soil_health
symptoms of bollworm in rice,CROP_DISEASE,crop_disease
best nutrients for potato,FERTILIZER_SUGGESTION,fertilizer_suggestion
will it rain today in hyderabad,WEATHER_QUERY,weather_query
rice me aphids ka ilaj kya hai,CROP_DISEASE,crop_disease
tomato ko kaise store kare,STORAGE_GUIDE,storage_guide
आज पऊस यईल क,WEATHER_QUERY,weather_query
how to reduce soil acidity,SOIL_HEALTH,soil_health
sunflower सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
is drip irrigation good for sugarcane,IRRIGATION_GUIDE,irrigation_guide
what is todays weather,WEATHER_QUERY,weather_query
storage method for tomato,STORAGE_GUIDE,storage_guide
which hybrid seeds are good for banana,SEED_GUIDE,seed_guide
आज पऊस यईल क,WEATHER_QUERY,weather_query
is drip irrigation good for maize,IRRIGATION_GUIDE,irrigation_guide
mitti ki upj kaise badhaye,SOIL_HEALTH,soil_health
groundnut ko kaise store kare,STORAGE_GUIDE,storage_guide
millet ल blast झल तर कय करव,CROP_DISEASE,crop_disease
pulses सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
rice me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
what is todays weather,WEATHER_QUERY,weather_query
how to protect groundnut from bollworm,CROP_DISEASE,crop_disease
storage method for pulses,STORAGE_GUIDE,storage_guide
rice सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
how to improve soil health,SOIL_HEALTH,soil_health
will it rain today in lucknow,WEATHER_QUERY,weather_query
how to avoid insects while storing rice,STORAGE_GUIDE,storage_guide
kal barsaat hogi kya,WEATHER_QUERY,weather_query
best compost for healthy soil,SOIL_HEALTH,soil_health
grapes ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
rice me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
how to store rice,STORAGE_GUIDE,storage_guide
maize ke liye beej kaunsa le,SEED_GUIDE,seed_guide
best seed variety for rice,SEED_GUIDE,seed_guide
sunflower सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
best compost for healthy soil,SOIL_HEALTH,soil_health
when should i irrigate rice,IRRIGATION_GUIDE,irrigation_guide
humidity level today,WEATHER_QUERY,weather_query
storage method for rice,STORAGE_GUIDE,storage_guide
how to protect potato from blast,CROP_DISEASE,crop_disease
humidity level today,WEATHER_QUERY,weather_query
how to reduce soil acidity,SOIL_HEALTH,soil_health
storage method for soybean,STORAGE_GUIDE,storage_guide
tomato me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
maize कस सठवव,STORAGE_GUIDE,storage_guide
how to store maize,STORAGE_GUIDE,storage_guide
how to avoid insects while storing pulses,STORAGE_GUIDE,storage_guide
groundnut ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
cotton ko kaise store kare,STORAGE_GUIDE,storage_guide
will it rain today in delhi,WEATHER_QUERY,weather_query
best seed variety for sugarcane,SEED_GUIDE,seed_guide
storage method for maize,STORAGE_GUIDE,storage_guide
what is todays weather,WEATHER_QUERY,weather_query
how to reduce soil acidity,SOIL_HEALTH,soil_health
what is todays weather,WEATHER_QUERY,weather_query
how much npk for onion,FERTILIZER_SUGGESTION,fertilizer_suggestion
best seed variety for millet,SEED_GUIDE,seed_guide
storage method for sugarcane,STORAGE_GUIDE,storage_guide
groundnut ko kaise store kare,STORAGE_GUIDE,storage_guide
sugarcane ko kaise store kare,STORAGE_GUIDE,storage_guide
high yield variety of grapes,SEED_GUIDE,seed_guide
how to reduce soil acidity,SOIL_HEALTH,soil_health
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
best compost for healthy soil,SOIL_HEALTH,soil_health
cotton सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
how to store tomato,STORAGE_GUIDE,storage_guide
when should i irrigate soybean,IRRIGATION_GUIDE,irrigation_guide
humidity level today,WEATHER_QUERY,weather_query
storage method for sunflower,STORAGE_GUIDE,storage_guide
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
how to store soybean,STORAGE_GUIDE,storage_guide
pulses ko kaise store kare,STORAGE_GUIDE,storage_guide
mitti ki upj kaise badhaye,SOIL_HEALTH,soil_health
when should i irrigate wheat,IRRIGATION_GUIDE,irrigation_guide
how often to water cotton,IRRIGATION_GUIDE,irrigation_guide
आज पऊस यईल क,WEATHER_QUERY,weather_query
sunflower कस सठवव,STORAGE_GUIDE,storage_guide
kal barsaat hogi kya,WEATHER_QUERY,weather_query
which fertilizer is best for wheat,FERTILIZER_SUGGESTION,fertilizer_suggestion
sunflower me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
how to avoid insects while storing sunflower,STORAGE_GUIDE,storage_guide
how much npk for banana,FERTILIZER_SUGGESTION,fertilizer_suggestion
what is todays weather,WEATHER_QUERY,weather_query
is drip irrigation good for maize,IRRIGATION_GUIDE,irrigation_guide
best compost for healthy soil,SOIL_HEALTH,soil_health
will it rain today in hyderabad,WEATHER_QUERY,weather_query
will it rain today in hyderabad,WEATHER_QUERY,weather_query
soybean ko kaise store kare,STORAGE_GUIDE,storage_guide
tomato ल blight झल तर कय करव,CROP_DISEASE,crop_disease
storage method for pulses,STORAGE_GUIDE,storage_guide
how to store pulses,STORAGE_GUIDE,storage_guide
sugarcane me blight ka ilaj kya hai,CROP_DISEASE,crop_disease
best nutrients for sunflower,FERTILIZER_SUGGESTION,fertilizer_suggestion
banana ko kaise store kare,STORAGE_GUIDE,storage_guide
is drip irrigation good for groundnut,IRRIGATION_GUIDE,irrigation_guide
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
cotton ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
which fertilizer is best for onion,FERTILIZER_SUGGESTION,fertilizer_suggestion
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
cotton me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
how much npk for millet,FERTILIZER_SUGGESTION,fertilizer_suggestion
kal barsaat hogi kya,WEATHER_QUERY,weather_query
how much npk for rice,FERTILIZER_SUGGESTION,fertilizer_suggestion
will it rain today in delhi,WEATHER_QUERY,weather_query
how to improve soil health,SOIL_HEALTH,soil_health
how often to water sugarcane,IRRIGATION_GUIDE,irrigation_guide
आज पऊस यईल क,WEATHER_QUERY,weather_query
wheat ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
which fertilizer is best for tomato,FERTILIZER_SUGGESTION,fertilizer_suggestion
best nutrients for pulses,FERTILIZER_SUGGESTION,fertilizer_suggestion
which hybrid seeds are good for grapes,SEED_GUIDE,seed_guide
kal barsaat hogi kya,WEATHER_QUERY,weather_query
sugarcane सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
wheat me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
humidity level today,WEATHER_QUERY,weather_query
best nutrients for potato,FERTILIZER_SUGGESTION,fertilizer_suggestion
best compost for healthy soil,SOIL_HEALTH,soil_health
kal barsaat hogi kya,WEATHER_QUERY,weather_query
will it rain today in nashik,WEATHER_QUERY,weather_query
symptoms of rust in sugarcane,CROP_DISEASE,crop_disease
best nutrients for groundnut,FERTILIZER_SUGGESTION,fertilizer_suggestion
onion disease leaf spot treatment,CROP_DISEASE,crop_disease
grapes सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
is drip irrigation good for groundnut,IRRIGATION_GUIDE,irrigation_guide
cotton सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
high yield variety of potato,SEED_GUIDE,seed_guide
high yield variety of potato,SEED_GUIDE,seed_guide
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
how to reduce soil acidity,SOIL_HEALTH,soil_health
will it rain today in nagpur,WEATHER_QUERY,weather_query
humidity level today,WEATHER_QUERY,weather_query
high yield variety of sunflower,SEED_GUIDE,seed_guide
how to store tomato,STORAGE_GUIDE,storage_guide
what is todays weather,WEATHER_QUERY,weather_query
best seed variety for millet,SEED_GUIDE,seed_guide
humidity level today,WEATHER_QUERY,weather_query
banana ल blast झल तर कय करव,CROP_DISEASE,crop_disease
how often to water potato,IRRIGATION_GUIDE,irrigation_guide
grapes कस सठवव,STORAGE_GUIDE,storage_guide
will it rain today in nagpur,WEATHER_QUERY,weather_query
high yield variety of sunflower,SEED_GUIDE,seed_guide
is drip irrigation good for onion,IRRIGATION_GUIDE,irrigation_guide
mitti ki upj kaise badhaye,SOIL_HEALTH,soil_health
which hybrid seeds are good for grapes,SEED_GUIDE,seed_guide
best seed variety for pulses,SEED_GUIDE,seed_guide
will it rain today in bhopal,WEATHER_QUERY,weather_query
which fertilizer is best for onion,FERTILIZER_SUGGESTION,fertilizer_suggestion
is drip irrigation good for sugarcane,IRRIGATION_GUIDE,irrigation_guide
how to improve soil health,SOIL_HEALTH,soil_health
how to improve soil health,SOIL_HEALTH,soil_health
soybean ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
which hybrid seeds are good for tomato,SEED_GUIDE,seed_guide
potato disease leaf spot treatment,CROP_DISEASE,crop_disease
pulses ko kaise store kare,STORAGE_GUIDE,storage_guide
is drip irrigation good for tomato,IRRIGATION_GUIDE,irrigation_guide
tomato ल root rot झल तर कय करव,CROP_DISEASE,crop_disease
kal barsaat hogi kya,WEATHER_QUERY,weather_query
which hybrid seeds are good for tomato,SEED_GUIDE,seed_guide
groundnut ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
kal barsaat hogi kya,WEATHER_QUERY,weather_query
how to avoid insects while storing maize,STORAGE_GUIDE,storage_guide
sugarcane disease bollworm treatment,CROP_DISEASE,crop_disease
rice कस सठवव,STORAGE_GUIDE,storage_guide
pulses ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
what is todays weather,WEATHER_QUERY,weather_query
what is todays weather,WEATHER_QUERY,weather_query
soybean me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
symptoms of root rot in potato,CROP_DISEASE,crop_disease
how often to water sugarcane,IRRIGATION_GUIDE,irrigation_guide
what is todays weather,WEATHER_QUERY,weather_query
kal barsaat hogi kya,WEATHER_QUERY,weather_query
sunflower me blast ka ilaj kya hai,CROP_DISEASE,crop_disease
how to protect sunflower from blast,CROP_DISEASE,crop_disease
soybean ke liye beej kaunsa le,SEED_GUIDE,seed_guide
आज पऊस यईल क,WEATHER_QUERY,weather_query
which hybrid seeds are good for banana,SEED_GUIDE,seed_guide
cotton me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
humidity level today,WEATHER_QUERY,weather_query
is drip irrigation good for maize,IRRIGATION_GUIDE,irrigation_guide
how to improve soil health,SOIL_HEALTH,soil_health
how to avoid insects while storing wheat,STORAGE_GUIDE,storage_guide
what is todays weather,WEATHER_QUERY,weather_query
rice ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
आज पऊस यईल क,WEATHER_QUERY,weather_query
grapes disease blast treatment,CROP_DISEASE,crop_disease
आज पऊस यईल क,WEATHER_QUERY,weather_query
how often to water maize,IRRIGATION_GUIDE,irrigation_guide
how to protect maize from leaf spot,CROP_DISEASE,crop_disease
best seed variety for onion,SEED_GUIDE,seed_guide
how to improve soil health,SOIL_HEALTH,soil_health
cotton ल fungal infection झल तर कय करव,CROP_DISEASE,crop_disease
symptoms of blast in sunflower,CROP_DISEASE,crop_disease
आज पऊस यईल क,WEATHER_QUERY,weather_query
how often to water sugarcane,IRRIGATION_GUIDE,irrigation_guide
what is todays weather,WEATHER_QUERY,weather_query
how often to water rice,IRRIGATION_GUIDE,irrigation_guide
how often to water onion,IRRIGATION_GUIDE,irrigation_guide
will it rain today in lucknow,WEATHER_QUERY,weather_query
banana सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
kal barsaat hogi kya,WEATHER_QUERY,weather_query
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
mitti ki upj kaise badhaye,SOIL_HEALTH,soil_health
wheat सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
how to store rice,STORAGE_GUIDE,storage_guide
sunflower सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
when should i irrigate wheat,IRRIGATION_GUIDE,irrigation_guide
how to reduce soil acidity,SOIL_HEALTH,soil_health
wheat disease blight treatment,CROP_DISEASE,crop_disease
groundnut ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
how to improve soil health,SOIL_HEALTH,soil_health
how to reduce soil acidity,SOIL_HEALTH,soil_health
mitti ki upj kaise badhaye,SOIL_HEALTH,soil_health
which hybrid seeds are good for rice,SEED_GUIDE,seed_guide
maize ल leaf spot झल तर कय करव,CROP_DISEASE,crop_disease
sunflower ल whitefly झल तर कय करव,CROP_DISEASE,crop_disease
आज पऊस यईल क,WEATHER_QUERY,weather_query
cotton सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
banana सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
humidity level today,WEATHER_QUERY,weather_query
what is todays weather,WEATHER_QUERY,weather_query
how to store grapes,STORAGE_GUIDE,storage_guide
banana सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
